HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA
Oud-Heverlee Leuven,Antwerp,0.0,1.0,A,0.0,1.0,16.0,9.0,5.0,3.0,11.0,11.0,6.0,3.0,1.0,3.0,0.0,0.0,3.36,3.81,2.06,3.34,3.69,2.03
Mechelen,Kortrijk,3.0,2.0,H,1.0,1.0,15.0,15.0,7.0,5.0,7.0,11.0,11.0,6.0,0.0,2.0,0.0,0.0,1.7,4.29,4.42,1.68,4.05,4.51
Oostende,Seraing,2.0,2.0,D,1.0,1.0,13.0,7.0,2.0,4.0,9.0,6.0,6.0,4.0,2.0,1.0,0.0,0.0,2.29,3.47,3.14,2.23,3.49,3.06
Waregem,St Truiden,0.0,2.0,A,0.0,0.0,9.0,15.0,0.0,7.0,12.0,13.0,1.0,4.0,4.0,2.0,0.0,1.0,2.79,3.47,2.52,2.76,3.4,2.46
Beerschot VA,Club Brugge,1.0,3.0,A,0.0,1.0,4.0,22.0,1.0,10.0,10.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,10.63,6.51,1.26,10.86,6.25,1.24
St Truiden,Beerschot VA,3.0,2.0,H,2.0,1.0,18.0,10.0,4.0,5.0,10.0,8.0,7.0,6.0,1.0,2.0,0.0,0.0,1.56,4.21,5.87,1.55,4.11,5.69
Gent,Anderlecht,1.0,0.0,H,0.0,0.0,5.0,19.0,2.0,7.0,2.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0,2.32,3.26,3.26,2.31,3.29,3.06
Kortrijk,Standard,0.0,1.0,A,0.0,0.0,12.0,10.0,1.0,3.0,16.0,19.0,2.0,6.0,0.0,3.0,0.0,0.0,2.39,3.6,2.87,2.43,3.43,2.79
Club Brugge,Genk,3.0,1.0,H,1.0,1.0,14.0,10.0,5.0,2.0,9.0,15.0,10.0,6.0,1.0,4.0,0.0,1.0,1.74,4.26,4.23,1.72,4.06,4.21
Antwerp,Waregem,1.0,0.0,H,0.0,0.0,19.0,5.0,7.0,2.0,6.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,1.45,4.74,6.65,1.44,4.67,6.41
Charleroi,Cercle Brugge,5.0,0.0,H,4.0,0.0,12.0,9.0,11.0,4.0,18.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,2.56,3.49,2.72,2.48,3.43,2.72
Seraing,Oud-Heverlee Leuven,1.0,1.0,D,0.0,0.0,12.0,12.0,3.0,5.0,11.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,2.78,3.59,2.46,2.79,3.5,2.39
Eupen,Mechelen,1.0,1.0,D,1.0,1.0,12.0,22.0,5.0,6.0,3.0,7.0,6.0,12.0,3.0,0.0,1.0,0.0,2.87,3.75,2.33,2.83,3.59,2.32
St. Gilloise,Oostende,1.0,1.0,D,0.0,1.0,18.0,7.0,7.0,4.0,16.0,13.0,9.0,1.0,1.0,5.0,0.0,0.0,1.3,5.53,10.99,1.29,5.33,10.1
Standard,Seraing,0.0,1.0,A,0.0,0.0,9.0,12.0,3.0,5.0,13.0,13.0,3.0,4.0,3.0,1.0,0.0,0.0,1.79,3.81,4.42,1.78,3.73,4.28
Beerschot VA,Gent,0.0,2.0,A,0.0,1.0,10.0,14.0,2.0,6.0,13.0,14.0,6.0,2.0,4.0,2.0,0.0,0.0,6.25,4.53,1.49,6.06,4.45,1.49
Genk,St Truiden,0.0,1.0,A,0.0,1.0,14.0,8.0,4.0,4.0,10.0,18.0,5.0,1.0,1.0,5.0,0.0,0.0,1.44,4.68,6.93,1.46,4.52,6.45
Anderlecht,Antwerp,2.0,1.0,H,1.0,1.0,15.0,12.0,10.0,5.0,12.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,1.65,4.2,4.9,1.64,4.16,4.76
Oostende,Club Brugge,1.0,3.0,A,1.0,2.0,17.0,9.0,4.0,4.0,11.0,8.0,6.0,4.0,1.0,2.0,0.0,0.0,7.3,5.09,1.39,7.03,4.92,1.4
Cercle Brugge,Kortrijk,2.0,0.0,H,0.0,0.0,22.0,6.0,4.0,0.0,19.0,11.0,6.0,5.0,1.0,1.0,0.0,0.0,1.65,3.99,5.17,1.67,3.87,4.92
Waregem,Eupen,3.0,0.0,H,1.0,0.0,9.0,16.0,5.0,6.0,12.0,6.0,1.0,9.0,2.0,1.0,0.0,0.0,2.42,3.63,2.81,2.38,3.53,2.79
Mechelen,Charleroi,2.0,2.0,D,2.0,0.0,10.0,14.0,3.0,5.0,12.0,6.0,4.0,3.0,2.0,4.0,0.0,0.0,2.28,3.61,3.04,2.35,3.52,2.83
Oud-Heverlee Leuven,St. Gilloise,1.0,4.0,A,1.0,1.0,9.0,21.0,2.0,8.0,11.0,11.0,5.0,7.0,2.0,0.0,0.0,0.0,4.61,4.19,1.72,4.46,4.01,1.71
Eupen,Oud-Heverlee Leuven,3.0,1.0,H,1.0,1.0,12.0,12.0,5.0,4.0,7.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0,2.65,3.81,2.48,2.68,3.56,2.44
Gent,Waregem,2.0,1.0,H,1.0,0.0,25.0,11.0,8.0,5.0,5.0,8.0,10.0,0.0,0.0,3.0,0.0,0.0,1.23,6.37,11.86,1.25,5.97,10.69
Charleroi,Standard,0.0,0.0,D,0.0,0.0,8.0,10.0,3.0,2.0,8.0,18.0,8.0,4.0,2.0,3.0,0.0,0.0,2.05,3.4,3.78,2.04,3.51,3.47
Anderlecht,Oostende,3.0,0.0,H,0.0,0.0,13.0,10.0,7.0,1.0,7.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,1.26,5.47,12.41,1.27,5.66,10.66
Antwerp,Beerschot VA,2.0,1.0,H,0.0,1.0,13.0,6.0,5.0,1.0,13.0,13.0,7.0,3.0,2.0,7.0,0.0,1.0,1.62,3.93,5.6,1.62,4.0,5.21
Seraing,Club Brugge,0.0,5.0,A,0.0,3.0,6.0,15.0,2.0,7.0,8.0,8.0,6.0,5.0,1.0,1.0,1.0,0.0,7.27,4.56,1.44,6.66,4.66,1.43
Kortrijk,St. Gilloise,2.0,3.0,A,1.0,1.0,10.0,17.0,3.0,7.0,10.0,9.0,3.0,13.0,2.0,3.0,0.0,0.0,5.12,3.97,1.66,4.95,3.91,1.65
Cercle Brugge,Genk,2.0,2.0,D,1.0,0.0,17.0,17.0,6.0,6.0,10.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,2.98,3.34,2.44,2.88,3.4,2.37
St Truiden,Mechelen,1.0,1.0,D,0.0,1.0,13.0,11.0,5.0,5.0,7.0,16.0,3.0,4.0,1.0,3.0,0.0,0.0,2.28,3.61,3.16,2.23,3.49,3.06
Standard,Beerschot VA,1.0,0.0,H,1.0,0.0,8.0,12.0,3.0,5.0,15.0,14.0,1.0,3.0,2.0,5.0,1.0,0.0,1.67,4.13,4.8,1.67,4.07,4.64
Waregem,Seraing,1.0,0.0,H,1.0,0.0,11.0,13.0,6.0,2.0,8.0,7.0,4.0,7.0,1.0,1.0,0.0,0.0,2.28,3.45,3.16,2.22,3.48,3.06
Standard,Gent,0.0,1.0,A,0.0,0.0,12.0,10.0,4.0,4.0,19.0,14.0,2.0,5.0,5.0,2.0,0.0,1.0,4.62,3.84,1.75,4.56,3.72,1.74
Genk,Kortrijk,2.0,0.0,H,2.0,0.0,29.0,12.0,9.0,4.0,9.0,15.0,13.0,0.0,0.0,3.0,0.0,0.0,1.58,4.23,5.51,1.56,4.2,5.41
Club Brugge,Antwerp,4.0,1.0,H,2.0,1.0,17.0,8.0,9.0,3.0,18.0,11.0,7.0,3.0,3.0,2.0,0.0,0.0,1.73,3.87,4.72,1.72,3.86,4.51
Oud-Heverlee Leuven,Anderlecht,0.0,0.0,D,0.0,0.0,14.0,18.0,4.0,5.0,2.0,12.0,5.0,4.0,1.0,4.0,0.0,1.0,4.59,4.08,1.71,4.4,4.02,1.71
Mechelen,Cercle Brugge,2.0,2.0,D,2.0,2.0,21.0,14.0,5.0,5.0,10.0,16.0,7.0,5.0,3.0,4.0,1.0,1.0,2.38,3.62,2.87,2.33,3.53,2.85
Oostende,St Truiden,0.0,0.0,D,0.0,0.0,11.0,7.0,2.0,1.0,9.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0,2.59,3.49,2.69,2.51,3.43,2.67
St. Gilloise,Eupen,0.0,0.0,D,0.0,0.0,13.0,2.0,2.0,0.0,16.0,10.0,9.0,3.0,0.0,4.0,0.0,0.0,1.32,5.25,9.46,1.34,5.15,8.49
Beerschot VA,Charleroi,2.0,3.0,A,1.0,1.0,11.0,17.0,6.0,7.0,9.0,8.0,4.0,3.0,1.0,2.0,0.0,0.0,3.92,3.76,1.94,3.78,3.64,1.92
Gent,Seraing,4.0,0.0,H,3.0,0.0,13.0,7.0,5.0,1.0,8.0,5.0,3.0,8.0,1.0,2.0,0.0,0.0,1.28,5.77,10.58,1.29,5.65,9.76
St Truiden,Oud-Heverlee Leuven,2.0,0.0,H,1.0,0.0,10.0,8.0,4.0,3.0,11.0,7.0,6.0,8.0,3.0,3.0,0.0,1.0,2.29,3.55,3.07,2.3,3.41,2.99
Anderlecht,Genk,2.0,0.0,H,2.0,0.0,14.0,10.0,5.0,1.0,10.0,11.0,4.0,3.0,4.0,2.0,0.0,1.0,1.87,3.93,3.89,1.85,3.76,3.88
Eupen,Club Brugge,1.0,3.0,A,0.0,1.0,11.0,15.0,5.0,6.0,9.0,7.0,8.0,3.0,1.0,0.0,0.0,0.0,6.52,4.66,1.47,6.47,4.44,1.46
Antwerp,Mechelen,1.0,2.0,A,0.0,2.0,24.0,12.0,5.0,8.0,7.0,14.0,10.0,3.0,0.0,2.0,0.0,0.0,1.85,4.02,3.9,1.84,3.78,3.9
Charleroi,St. Gilloise,0.0,3.0,A,0.0,2.0,13.0,17.0,5.0,7.0,11.0,9.0,1.0,2.0,3.0,4.0,0.0,1.0,3.49,3.92,1.98,3.58,3.7,1.95
Kortrijk,Waregem,5.0,0.0,H,2.0,0.0,17.0,16.0,10.0,3.0,8.0,11.0,1.0,5.0,1.0,4.0,0.0,1.0,2.0,3.68,3.64,1.97,3.64,3.58
Oostende,Standard,1.0,0.0,H,1.0,0.0,15.0,4.0,5.0,0.0,14.0,16.0,2.0,0.0,1.0,5.0,0.0,0.0,2.93,3.34,2.48,2.81,3.36,2.44
Cercle Brugge,Beerschot VA,2.0,0.0,H,2.0,0.0,26.0,7.0,10.0,2.0,14.0,11.0,10.0,2.0,1.0,2.0,0.0,1.0,1.43,4.73,7.16,1.42,4.58,7.12
Genk,Mechelen,4.0,1.0,H,1.0,0.0,25.0,6.0,9.0,2.0,5.0,6.0,12.0,5.0,0.0,0.0,0.0,1.0,1.61,4.23,5.21,1.61,4.13,5.05
Beerschot VA,Kortrijk,2.0,1.0,H,2.0,1.0,10.0,14.0,3.0,4.0,15.0,10.0,3.0,7.0,2.0,3.0,0.0,0.0,3.22,3.49,2.23,3.08,3.45,2.23
Club Brugge,Charleroi,2.0,0.0,H,1.0,0.0,10.0,15.0,5.0,3.0,7.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,1.66,4.68,4.28,1.67,4.2,4.48
St. Gilloise,St Truiden,0.0,1.0,A,0.0,0.0,11.0,13.0,1.0,5.0,17.0,13.0,5.0,4.0,5.0,2.0,0.0,0.0,1.42,4.6,7.83,1.39,4.66,7.94
Genk,Standard,2.0,0.0,H,1.0,0.0,15.0,11.0,6.0,4.0,14.0,24.0,4.0,0.0,4.0,3.0,0.0,0.0,1.72,4.13,4.42,1.68,4.03,4.52
Waregem,Anderlecht,1.0,2.0,A,0.0,2.0,13.0,11.0,4.0,5.0,8.0,6.0,6.0,5.0,2.0,1.0,0.0,0.0,5.84,4.58,1.51,6.06,4.55,1.48
Mechelen,Oostende,3.0,0.0,H,1.0,0.0,11.0,4.0,4.0,1.0,1.0,13.0,7.0,3.0,0.0,1.0,0.0,0.0,1.78,3.99,4.26,1.81,3.86,3.99
Oud-Heverlee Leuven,Cercle Brugge,3.0,2.0,H,1.0,2.0,11.0,16.0,5.0,5.0,13.0,13.0,5.0,5.0,2.0,4.0,0.0,0.0,2.96,3.52,2.37,2.9,3.43,2.34
Eupen,Gent,0.0,1.0,A,0.0,1.0,9.0,11.0,3.0,7.0,10.0,8.0,8.0,3.0,2.0,2.0,0.0,1.0,4.62,3.84,1.75,4.58,3.86,1.71
Seraing,Antwerp,0.0,1.0,A,0.0,0.0,8.0,19.0,3.0,5.0,14.0,11.0,1.0,9.0,1.0,2.0,0.0,1.0,3.71,3.61,2.05,3.57,3.55,1.99
Oud-Heverlee Leuven,Genk,2.0,1.0,H,1.0,1.0,22.0,12.0,6.0,7.0,18.0,8.0,4.0,3.0,2.0,3.0,0.0,1.0,3.63,4.21,1.88,3.65,3.84,1.88
Waregem,Oostende,0.0,0.0,D,0.0,0.0,12.0,18.0,6.0,3.0,10.0,14.0,6.0,8.0,0.0,1.0,0.0,0.0,2.2,3.84,3.04,2.17,3.67,3.01
Genk,Waregem,2.0,0.0,H,1.0,0.0,13.0,10.0,5.0,1.0,12.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,1.38,5.14,7.46,1.35,5.24,7.83
Anderlecht,Eupen,4.0,1.0,H,3.0,1.0,19.0,8.0,5.0,5.0,12.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,1.38,4.92,8.18,1.35,4.96,8.25
Mechelen,Beerschot VA,3.0,2.0,H,3.0,0.0,11.0,11.0,4.0,2.0,12.0,15.0,6.0,8.0,0.0,3.0,1.0,0.0,1.83,4.0,3.96,1.84,3.87,3.79
Club Brugge,Gent,1.0,2.0,A,0.0,1.0,13.0,10.0,3.0,3.0,9.0,15.0,9.0,5.0,4.0,5.0,2.0,0.0,2.26,3.57,3.1,2.24,3.55,2.98
Antwerp,St. Gilloise,0.0,2.0,A,0.0,0.0,14.0,16.0,2.0,6.0,8.0,13.0,6.0,4.0,3.0,3.0,0.0,0.0,3.19,3.54,2.23,3.09,3.53,2.19
Oostende,Oud-Heverlee Leuven,1.0,3.0,A,0.0,1.0,12.0,8.0,3.0,4.0,11.0,13.0,6.0,2.0,2.0,1.0,0.0,0.0,2.59,3.54,2.66,2.51,3.5,2.64
Standard,Cercle Brugge,1.0,1.0,D,0.0,1.0,9.0,17.0,5.0,6.0,18.0,19.0,4.0,8.0,6.0,3.0,0.0,1.0,2.81,3.22,2.65,2.71,3.31,2.55
Kortrijk,St Truiden,1.0,3.0,A,0.0,2.0,12.0,11.0,3.0,4.0,18.0,18.0,6.0,2.0,3.0,4.0,0.0,0.0,2.3,3.54,3.05,2.31,3.41,2.97
Charleroi,Seraing,2.0,0.0,H,1.0,0.0,10.0,7.0,3.0,1.0,11.0,6.0,6.0,8.0,1.0,3.0,0.0,1.0,1.63,4.18,5.4,1.62,4.09,5.04
Kortrijk,Antwerp,0.0,2.0,A,0.0,1.0,28.0,5.0,5.0,2.0,9.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,3.09,3.79,2.19,2.96,3.6,2.23
Kortrijk,Club Brugge,0.0,1.0,A,0.0,0.0,8.0,17.0,1.0,6.0,10.0,13.0,3.0,4.0,2.0,1.0,0.0,0.0,5.15,3.85,1.68,4.78,3.94,1.66
Standard,Mechelen,1.0,2.0,A,1.0,0.0,17.0,8.0,8.0,4.0,11.0,16.0,6.0,5.0,1.0,4.0,0.0,0.0,2.05,3.66,3.51,2.05,3.58,3.37
Gent,Antwerp,0.0,1.0,A,0.0,1.0,16.0,3.0,4.0,2.0,11.0,14.0,8.0,7.0,3.0,3.0,0.0,0.0,1.85,3.86,4.02,1.85,3.69,3.99
St. Gilloise,Anderlecht,1.0,0.0,H,1.0,0.0,6.0,9.0,5.0,3.0,15.0,14.0,5.0,2.0,3.0,1.0,0.0,0.0,2.31,3.72,2.92,2.29,3.56,2.89
Cercle Brugge,Oostende,0.0,1.0,A,0.0,0.0,10.0,11.0,2.0,3.0,14.0,14.0,5.0,4.0,1.0,2.0,0.0,0.0,1.56,4.19,5.85,1.54,4.21,5.68
Seraing,Eupen,0.0,0.0,D,0.0,0.0,14.0,10.0,5.0,2.0,8.0,16.0,6.0,1.0,2.0,3.0,0.0,0.0,2.49,3.47,2.82,2.43,3.38,2.79
Beerschot VA,Waregem,3.0,3.0,D,1.0,3.0,18.0,8.0,7.0,3.0,12.0,16.0,13.0,1.0,1.0,3.0,0.0,0.0,2.27,3.82,2.92,2.28,3.57,2.89
St Truiden,Charleroi,0.0,1.0,A,0.0,1.0,18.0,13.0,3.0,2.0,12.0,9.0,10.0,4.0,1.0,1.0,0.0,0.0,2.67,3.24,2.86,2.61,3.22,2.74
Club Brugge,St. Gilloise,0.0,0.0,D,0.0,0.0,10.0,17.0,1.0,6.0,14.0,14.0,4.0,9.0,1.0,4.0,0.0,0.0,2.02,3.92,3.37,2.03,3.65,3.34
Anderlecht,Cercle Brugge,0.0,2.0,A,0.0,0.0,3.0,17.0,0.0,9.0,10.0,17.0,4.0,1.0,1.0,2.0,1.0,0.0,1.67,4.11,4.85,1.65,4.0,4.83
Seraing,Beerschot VA,2.0,1.0,H,1.0,0.0,14.0,14.0,4.0,4.0,10.0,8.0,5.0,9.0,2.0,1.0,0.0,0.0,2.06,3.69,3.46,2.01,3.63,3.42
Eupen,Standard,0.0,2.0,A,0.0,1.0,16.0,14.0,3.0,4.0,7.0,9.0,11.0,2.0,1.0,2.0,0.0,0.0,3.15,3.37,2.32,3.01,3.41,2.27
Waregem,Oud-Heverlee Leuven,1.0,1.0,D,1.0,1.0,10.0,10.0,4.0,3.0,6.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0,2.74,3.69,2.45,2.68,3.58,2.42
Charleroi,Kortrijk,1.0,1.0,D,1.0,1.0,19.0,7.0,10.0,2.0,14.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,1.98,3.56,4.01,1.94,3.54,3.79
Gent,Oostende,1.0,1.0,D,0.0,1.0,17.0,4.0,6.0,2.0,9.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,1.42,4.59,8.54,1.4,4.75,7.32
Antwerp,St Truiden,1.0,1.0,D,1.0,0.0,13.0,7.0,3.0,2.0,7.0,16.0,8.0,5.0,0.0,2.0,0.0,0.0,1.88,3.62,4.41,1.85,3.55,4.16
Cercle Brugge,Waregem,3.0,1.0,H,2.0,0.0,12.0,10.0,5.0,4.0,15.0,10.0,3.0,5.0,3.0,4.0,0.0,0.0,1.56,4.33,5.69,1.54,4.25,5.51
Mechelen,Anderlecht,0.0,1.0,A,0.0,1.0,3.0,8.0,0.0,5.0,12.0,6.0,4.0,4.0,3.0,2.0,0.0,0.0,4.33,4.06,1.75,4.18,3.94,1.74
St. Gilloise,Genk,2.0,1.0,H,1.0,0.0,8.0,8.0,5.0,2.0,15.0,11.0,5.0,6.0,3.0,0.0,0.0,0.0,1.94,3.99,3.55,1.92,3.8,3.55
Standard,Club Brugge,2.0,2.0,D,1.0,1.0,12.0,19.0,6.0,6.0,13.0,9.0,5.0,7.0,2.0,1.0,0.0,1.0,4.17,4.03,1.79,4.16,3.87,1.77
Charleroi,Gent,0.0,0.0,D,0.0,0.0,12.0,8.0,4.0,4.0,13.0,12.0,4.0,4.0,1.0,1.0,0.0,0.0,3.4,3.5,2.15,3.18,3.48,2.16
Beerschot VA,Oud-Heverlee Leuven,3.0,1.0,H,2.0,1.0,15.0,17.0,12.0,5.0,14.0,13.0,8.0,5.0,1.0,3.0,0.0,0.0,3.12,3.74,2.19,3.05,3.56,2.19
St Truiden,Seraing,3.0,1.0,H,1.0,1.0,13.0,9.0,6.0,1.0,14.0,6.0,6.0,1.0,2.0,2.0,0.0,0.0,1.83,3.86,4.16,1.83,3.69,4.07
Kortrijk,Eupen,1.0,1.0,D,0.0,1.0,18.0,11.0,5.0,3.0,15.0,15.0,5.0,1.0,0.0,1.0,0.0,0.0,1.93,3.49,4.1,1.89,3.53,3.96
Oostende,Antwerp,1.0,2.0,A,0.0,0.0,12.0,14.0,6.0,5.0,8.0,7.0,5.0,8.0,1.0,2.0,0.0,0.0,3.76,3.99,1.93,3.58,3.76,1.94
Seraing,St. Gilloise,0.0,4.0,A,0.0,2.0,14.0,9.0,3.0,6.0,10.0,15.0,7.0,0.0,2.0,1.0,0.0,1.0,7.79,4.75,1.4,7.56,4.81,1.38
Genk,Beerschot VA,4.0,1.0,H,2.0,0.0,19.0,8.0,10.0,4.0,10.0,8.0,8.0,4.0,1.0,2.0,0.0,0.0,1.31,5.72,9.07,1.32,5.43,8.34
Anderlecht,Standard,1.0,1.0,D,1.0,0.0,15.0,6.0,3.0,1.0,10.0,14.0,3.0,1.0,1.0,3.0,0.0,0.0,1.45,4.65,6.77,1.45,4.6,6.43
Eupen,Cercle Brugge,0.0,2.0,A,0.0,0.0,5.0,14.0,3.0,6.0,11.0,17.0,3.0,3.0,2.0,2.0,0.0,0.0,3.92,3.45,2.0,3.68,3.48,1.97
Antwerp,Charleroi,3.0,0.0,H,2.0,0.0,16.0,13.0,4.0,3.0,12.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,1.95,3.59,3.91,1.96,3.66,3.58
Club Brugge,St Truiden,2.0,0.0,H,1.0,0.0,19.0,5.0,8.0,2.0,8.0,11.0,7.0,1.0,0.0,4.0,0.0,0.0,1.28,5.87,10.29,1.28,5.66,9.46
Gent,Kortrijk,2.0,2.0,D,1.0,1.0,22.0,13.0,5.0,6.0,9.0,19.0,6.0,6.0,1.0,5.0,0.0,0.0,1.42,4.74,8.05,1.41,4.61,7.49
Beerschot VA,Anderlecht,0.0,7.0,A,0.0,3.0,5.0,16.0,2.0,9.0,15.0,10.0,4.0,7.0,2.0,0.0,1.0,0.0,5.31,4.36,1.58,5.12,4.19,1.59
St Truiden,Eupen,2.0,0.0,H,1.0,0.0,13.0,9.0,4.0,1.0,12.0,16.0,6.0,2.0,1.0,3.0,0.0,0.0,2.26,3.61,3.08,2.23,3.48,3.03
Charleroi,Oud-Heverlee Leuven,0.0,3.0,A,0.0,1.0,19.0,12.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.73,4.01,4.52,1.71,3.99,4.38
Mechelen,Seraing,2.0,0.0,H,0.0,0.0,18.0,19.0,6.0,4.0,12.0,5.0,6.0,10.0,4.0,3.0,0.0,0.0,1.68,4.01,4.94,1.66,4.02,4.65
Oostende,Genk,0.0,4.0,A,0.0,3.0,7.0,15.0,2.0,11.0,15.0,8.0,1.0,9.0,1.0,1.0,0.0,1.0,3.59,3.87,1.96,3.49,3.75,1.96
St. Gilloise,Gent,0.0,0.0,D,0.0,0.0,6.0,10.0,0.0,2.0,11.0,11.0,5.0,6.0,0.0,3.0,0.0,0.0,2.22,3.65,3.12,2.18,3.61,3.04
Standard,Waregem,0.0,1.0,A,0.0,0.0,19.0,8.0,2.0,2.0,16.0,10.0,8.0,1.0,2.0,1.0,1.0,0.0,1.66,4.43,4.52,1.62,4.32,4.61
Cercle Brugge,Club Brugge,2.0,0.0,H,0.0,0.0,12.0,11.0,5.0,5.0,16.0,11.0,4.0,7.0,3.0,2.0,0.0,0.0,4.18,4.04,1.78,4.13,3.88,1.78
Oud-Heverlee Leuven,Standard,2.0,1.0,H,2.0,0.0,6.0,22.0,3.0,7.0,9.0,15.0,2.0,5.0,1.0,4.0,0.0,0.0,2.41,3.62,2.83,2.45,3.48,2.73
Genk,Antwerp,1.0,1.0,D,1.0,0.0,10.0,7.0,2.0,2.0,7.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,1.93,3.82,3.76,1.94,3.72,3.58
Eupen,Charleroi,0.0,4.0,A,0.0,3.0,24.0,10.0,8.0,4.0,16.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,3.01,3.5,2.34,2.88,3.46,2.35
Club Brugge,Anderlecht,2.0,2.0,D,1.0,0.0,16.0,12.0,5.0,6.0,16.0,8.0,9.0,8.0,1.0,2.0,0.0,0.0,2.02,3.68,3.6,1.92,3.68,3.71
Gent,St Truiden,2.0,1.0,H,1.0,0.0,8.0,15.0,4.0,3.0,13.0,8.0,5.0,6.0,3.0,1.0,0.0,0.0,1.35,4.87,9.38,1.36,4.76,8.54
St. Gilloise,Cercle Brugge,3.0,2.0,H,0.0,2.0,18.0,10.0,5.0,4.0,14.0,15.0,7.0,2.0,5.0,3.0,0.0,0.0,1.6,4.37,5.17,1.59,4.27,5.05
Waregem,Mechelen,3.0,2.0,H,0.0,1.0,19.0,11.0,6.0,6.0,10.0,14.0,9.0,5.0,2.0,1.0,0.0,0.0,3.45,4.06,1.96,3.34,3.87,1.98
Beerschot VA,Oostende,0.0,2.0,A,0.0,2.0,13.0,14.0,3.0,6.0,9.0,19.0,8.0,5.0,0.0,5.0,1.0,1.0,2.33,3.72,2.88,2.31,3.56,2.86
Seraing,Kortrijk,0.0,2.0,A,0.0,0.0,9.0,6.0,2.0,5.0,15.0,14.0,7.0,1.0,2.0,3.0,0.0,0.0,2.63,3.6,2.67,2.57,3.47,2.61
Genk,Charleroi,4.0,2.0,H,2.0,2.0,17.0,11.0,6.0,2.0,12.0,8.0,9.0,4.0,2.0,3.0,0.0,0.0,1.91,3.69,3.96,1.9,3.78,3.7
Antwerp,Eupen,4.0,2.0,H,2.0,1.0,16.0,13.0,6.0,8.0,3.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0,1.59,4.36,5.26,1.59,4.28,4.99
Oud-Heverlee Leuven,Club Brugge,1.0,4.0,A,0.0,1.0,16.0,14.0,7.0,4.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,5.52,4.39,1.56,5.4,4.28,1.55
Mechelen,Gent,4.0,3.0,H,1.0,1.0,12.0,22.0,5.0,9.0,13.0,10.0,4.0,10.0,2.0,0.0,0.0,0.0,3.95,3.86,1.87,3.79,3.8,1.87
Waregem,St. Gilloise,0.0,2.0,A,0.0,2.0,12.0,14.0,4.0,9.0,9.0,14.0,6.0,9.0,0.0,4.0,0.0,0.0,6.77,5.09,1.41,6.65,5.01,1.41
Anderlecht,St Truiden,2.0,0.0,H,0.0,0.0,18.0,8.0,4.0,2.0,9.0,17.0,6.0,6.0,0.0,2.0,0.0,0.0,1.43,4.65,7.96,1.41,4.66,7.31
Oostende,Kortrijk,0.0,2.0,A,0.0,1.0,12.0,13.0,0.0,4.0,10.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,2.47,3.71,2.79,2.43,3.54,2.73
Cercle Brugge,Seraing,2.0,0.0,H,2.0,0.0,12.0,7.0,5.0,1.0,19.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,1.56,4.35,5.94,1.56,4.19,5.6
Club Brugge,Waregem,3.0,0.0,H,1.0,0.0,21.0,7.0,7.0,0.0,12.0,14.0,7.0,1.0,0.0,3.0,0.0,0.0,1.19,7.09,13.16,1.19,7.04,12.18
Gent,Genk,1.0,0.0,H,1.0,0.0,13.0,12.0,6.0,3.0,9.0,11.0,5.0,4.0,1.0,2.0,0.0,0.0,1.81,4.05,4.03,1.78,3.85,4.17
St. Gilloise,Mechelen,2.0,0.0,H,1.0,0.0,13.0,15.0,4.0,3.0,14.0,14.0,6.0,5.0,4.0,2.0,0.0,0.0,1.55,4.47,5.5,1.55,4.39,5.35
Antwerp,Standard,2.0,3.0,A,0.0,0.0,10.0,10.0,4.0,8.0,9.0,15.0,4.0,6.0,4.0,6.0,2.0,1.0,1.9,3.64,4.08,1.9,3.61,3.87
Seraing,Anderlecht,0.0,5.0,A,0.0,3.0,5.0,17.0,1.0,7.0,8.0,8.0,2.0,9.0,0.0,2.0,1.0,0.0,5.35,4.35,1.58,5.42,4.31,1.55
